system_id,sentence
3,輿論認為，在躺平主義背後，浮現的是現代中國年輕人面臨的壓力與困境，他們帶著
3,消極反抗的心態，含蓄表達對社會現狀的不滿，是種新的非暴力不合作
3,///
3,首頁新聞資訊大陸時政正文
3,中國人躺平火爆網路當局慌忙喊停
3,中國人躺平火爆網路當局慌忙喊停
3,最近，躺平詞火爆大陸網路，反應出中國年輕人面臨的壓力與困境，以及對中共治
3,下社會不公現狀的絕望和反抗
3,示意圖
3,北京時間
3,簡體
3,新唐人北京時間年月日訊最近，躺平詞火爆大陸網路，反應出中國年
3,輕人面臨的壓力與困境，以及對中共治下社會現狀的絕望和憤怒
3,面對這種變相的反抗，
3,中共官媒慌忙喊出認命可以躺平不行
3,近日，篇名為躺平即是正義的網路文章，在中國年輕人中間走紅，引發許多人共鳴
3,，躺平詞由此火爆網絡
3,文章中寫道兩年多沒有工作了，都在玩沒覺得哪裡不
3,對，生活壓力主要來自於比較競爭
3,根據中國房地產公司貝殼找房在月日發布的篇報告，房價收入比最高的個城市分別
3,是深圳北京上海，而在深圳居住的普通居民家庭，不吃不喝需要年才能夠買得起
3,套房子
3,據悉，躺平文的作者好心的旅行家每月消費控制在元，年工作至兩個月，
3,主要工作是到橫店影視城躺著，飾演屍體
3,他平日也並非無所事事，會鍛練身體出門旅
3,行，堅持低消費與慢節奏的生活方式
3,這種生活哲學被稱為躺平主義
3,躺平主義迅速在網路蔓延，受到年輕人推崇，他們強調不買房不買車不結婚生子
3,不消費，維持最低生存標準的狀態
3,有人直言，何苦呢
3,付出那麼高的成本，就只能
3,得到跟原來樣，甚至更差的體驗
3,名中國金融學者對自由亞洲表示，躺平主義背後代表了連串的社會問題，經濟蕭
3,條，就業難，消費日益增加，年輕人難以獲得成功等
3,該學者說，不要結婚生孩子了，哪敢生啊
3,你再怎麼奮鬥也是階層固化，再怎麼奮鬥，
3,無非就是搞個，也就累了
3,然而，這股躺平主義的旋風，很快就成為中共官媒抨擊的對象
3,南方日報發文稱
3,躺平可恥，哪來的正義感
3,呼籲年輕人要奮鬥
3,湖北電視經濟頻道更赤裸裸地威脅認命可以，躺平不行
3,清華大學副教授李鋒亮也為官方帶風向，批評躺平對不起父母對不起納稅人
3,共青
3,團微博月日也發文，號召年輕人不負使命，不負家國，不要躺平
3,金融學者認為，官方如此大做文章，是因為躺平族對於經濟社會發展有很多不利影響
3,消費者是拉動經濟發展個最主要的方面，但年輕人沒錢就不消費，這樣勢必對經濟
3,起不到拉動作用
3,大陸網友對此認識得也很透徹，指中共允許民眾自嘲屌絲韭菜，但不允許說躺平
3,根
3,本原因是躺平承認了遭遇社會不公
3,輿論認為，在躺平主義背後，浮現的是現代中國年輕人面臨的壓力與困境，他們帶著
3,消極反抗的心態，含蓄表達對社會現狀的不滿，是種新的非暴力不合作
3,對中共而言，躺平意味著韭菜難割，鐮刀無法下手
3,中共依靠壓榨老百姓血汗，肥了權貴
3,階層，苦了底層民眾
3,躺平的興起，可以看作次全民的覺醒
3,有大陸網民詮釋躺平主義認清現實，屏蔽虛偽繁榮，不做奮鬥，不負重前行，
3,不暴力，不合作
3,拒絕消費，拒絕奮鬥，拒絕被割韭菜，拒絕被資本和國家雙重暴力
3,///
3,大陸憲政學者陳永苗說中共它原來的統治基礎建立在大家往上爬，爬去創造財富
3,但現在大家不爬了，都不當韭菜，不當韭菜它就沒法割了
3,這個是個非常大的事情
3,///
3,///
3,完整新聞連結或短網址
3,///////
3,備註
3,不過重蹈其他東亞國家覆轍
3,只想用
3,社會流動移轉其他社會問題
3,忽視階級固化這人類社會定律
3,那些講狼性的台灣應聲蟲今天躲哪去了
4,在日本有草食男或啃老族
4,現在中國忽然來了個躺平族
4,那有沒有其他的說法比較文雅的
4,有沒有八卦
5,依據人性
5,人是自私的，自己的利益優先考量
5,別人的不幸甜如蜜
5,但是大家在等的都不樣
5,所以中產階級在等
5,我什麼時候可以打到疫苗
5,我什麼時候可以正常工作有收入
5,我家的死小孩什麼時候有人接手管教
5,有錢人在等
5,我什麼時候可以抄底
5,我房子什麼時候能賣掉
5,我什麼時候可以出國玩不用隔離
5,內卷躺平族在等
5,什麼時候疫情爆炸大家起死
5,什麼時候股市崩盤讓我
5,什麼時候病毒突變讓切重來
5,政府在等
5,疫苗什麼時候來
5,這惡夢什麼時候結束
5,誰來接手，不然做什麼都被罵
6,躺平族尼特族日本低慾望韓國袋鼠族等
6,在台灣所造成的內捲下，名稱還沒有定義
6,所以乾脆直接問問有沒有比較好的稱呼
6,自己想到的是阿姨我不想努力了族
6,以下留言開放命名稱呼
6,有沒有阿姨我不想努力了算不算躺平的掛
7,日本就堆了叫啃老族
7,美國稱迴力鏢族
7,中國叫躺平族
7,台灣也差不多
7,但神奇的事如果是上代有錢代啃老就叫富二代
7,或叫少年老闆
8,我有個朋友
8,"人生拚第次讀研究所拚學位,拚四年無法拿到學位放棄"
8,人生拚第二次三年考上公職做三年後不堪業務壓力辭職
8,人生拚第三次三年與女友共同創業賠光女友離開分手
8,轉眼年過四十選擇躺平不買房不買車不結婚不生娃
8,與父母同住找些輕鬆接維持吃便當生存基本需求
8,退出社會競爭當個躺平族
8,大家覺得這種男人可恥嗎
8,如果女生選擇找飯票躺平生娃當主婦
8,社會眼光會不同嗎
9,如果用人來看
9,就是個自宅警備隊
9,每天蹲在家不工作
9,都要靠父母接濟
9,而且脾氣還很大
9,覺得自己都在努力準備
9,是社會在打壓說老闆不給頭路做
9,繼續在家睡覺自動三級警戒因為出去要花錢
9,這種人你會覺得他很怎樣
9,有時在想為什麼有人會想這樣活
9,這是躺平族嗎
10,這邊是跟中國日本比，中國開始流行躺平，那日本
10,很早就開始有家裡蹲文化，而且老中少都有，那台
10,灣除去疫情下的特殊情況，這種現象是不是比較少
10,呢
11,靠爸又怎麼了
11,宏碁施振榮長子有富爸不靠是笨蛋
11,///
11,郭守正投資電影事業，因賠多賺少，餘億元創業資金將殆盡
11,在父親郭台銘溫情喊話下，回到鴻海集團擔任台北秋葉原案總規畫師
11,當你無法靠爸靠母無法家裡蹲的時候連老師都瞧不起你
11,///
11,所以我們說可以家裡蹲是種榮耀是種特權
11,川普卸任總統後他的女兒還不是家裡蹲
11,只有要洗腦平民去工作維持社會運作時才要跟平民說家裡蹲是可恥的
11,大家看到這還不快去工作
12,不要只會嘴巴希望別人去躺平
12,要真的做
12,像我這樣
12,///
12,周休日
12,只工作星期六日
12,微啃老躺平實踐者
12,把所有慾望降到最低
12,能免費就免費
12,能少工作就少工作
12,吃家裡住家裡，但不是尼特狂啃族，是飛特微啃躺平族
12,對惹
12,中國原本從有狼性，變成躺平主義
12,然後阿共不准人民躺平
12,現在網路禁止躺平主義
12,看來
12,躺平主義
12,消極革命
12,是有作用的
12,我會繼續做
12,我希望大家加入
12,不加入就算惹
13,媒體來源
13,大紀元
13,記者署名
13,責任編輯方曉
13,完整新聞標題
13,出境後號啕大哭歲大陸男牆國出逃記
13,完整新聞內文
13,///
13,徐崢在講述逃亡經歷
13,視頻截圖
13,大紀元年月日訊月的天，徐崢和父母去照相館拍了張全家福
13,他告訴
13,他們，他又要去打工了，不知道多久回來
13,他心裡想的是，他們可能這輩子都不會相見了
13,逃過海關嚴苛盤查出境後忍不住號啕大哭
13,在深圳蛇口海關出境時，他佯裝淡定地回答公安邊防的提問他持有烏克蘭的商務
13,簽證，去考察當地的餐館市場，計劃開家中餐館，個月後回來
13,警察反覆檢查他的文
13,件，又把他帶到間小屋裡繼續盤問
13,徐崢的心提到了嗓子眼，旦出現任何紕漏，不僅
13,行程泡湯，最擔心的是萬護照被邊防人員剪角，他就再也不可能逃離牆國了
13,所幸的是，個多小時後他被放行了
13,月日這天，坐在從蛇口開往香港的船上，他的
13,心裡五味雜陳
13,到香港機場，淚水就湧上眼眶，他想到年月數十萬示威者曾在這
13,裡靜坐，抗議警方暴行，要求政府回應他們的訴求
13,當飛機終於在夜色中駛離香港時，他再也忍不住地號啕大哭
13,我的眼淚直掉，我也不知道我將來能去哪裡，但是我知道我說話，我再也不會被中國
13,中共的警察喝茶抓捕這些了
13,徐崢對美國之音說
13,近日，徐崢在推特上以希爾的化名詳細記錄了逃離牆國的曲折經
13,歷，包括如何應對中國海關的嚴苛盤查，引來大量關注
13,他選擇在月日中共百年黨慶這天從烏克蘭首都基輔接受美國之音的視頻訪問
13,我不打算匿名了，就堂堂正正地視頻，說出自己的真實經歷，他說
13,因為六四被退學
13,徐崢自稱是名牆國韭菜，歲，四川雅安人，在東北長大，高中肄業
13,他說，自己
13,讀書晚，歲才讀完高三，但是年高考前幾天，他被學校勸退，因為他和學校黨委書
13,記圍繞天安門事件吵了架
13,那個時候我們老師給我們洗腦，說當年資產階級煽動學生暴亂，想推翻共和國之類，我
13,說那不是真的，學生因為反對貪污腐敗，想要言論自由才走上街頭
13,然後老師就把我舉報
13,了，通知了學校的黨委書記
13,年個偶然的機會，歲的徐崢開始翻牆
13,當時香港人爭取民主和普選的雨傘
13,運動正如火如荼
13,學會翻牆後，他說自己看到數不清的中國中共政府打壓人權的悲
13,慘案例，從維權律師大抓捕，到拘押上百萬新疆穆斯林，還有因為被指泄露中國最高
13,領導人隱私被重判年的牛騰宇
13,我知道這些以後內心非常痛苦，但是我又沒有辦法在中國的公開場合去聲援他們，因為
13,那樣的話我也會有生命之災，所以我直是很煎熬的，徐崢說
13,此間，他也有過兩次被喝茶的經歷次是年因為用郵箱簽署了美國白宮網站
13,上抗議北京新疆政策的公開信，他被警察直接從學校帶走
13,還有次是年成都秋雨教
13,會牧師王怡因煽顛罪被判刑後，他在微信上喊出王怡牧師無罪後被當地派出所傳
13,喚
13,銘記年香港的夏天
13,被退學後兩天後，徐崢在深圳羅湖區家便利店謀得了份工作
13,他回憶說，那時深圳遍
13,地都是三和大神深圳市龍華新區三和人力市場周邊憑藉日結薪水和低廉成本生活的
13,外來務工人員，找個工作不是難事
13,我之前做過很多工作，都是所謂的低端人口工作，比如外賣員快遞員餐廳服務員
13,收銀員這些工作
13,因為我沒有辦法讀到大學，就沒有辦法找到看起來比較體面的工作，
13,他說
13,徐崢告訴美國之音，選擇去深圳打工的另個原因是當時香港正在爆發反送中抗議，
13,他想加入港人，做次真正的反賊
13,那時大陸居民辦理港澳通行證並不困難
13,在便利店打工期間，徐崢偷偷去過兩次香港
13,他
13,參與了萬人的大遊行，聽到整整條街的人都在喊打倒共產黨
13,他看到警察用催
13,淚彈擊中了個小孩的頭，鮮血直流，母親在旁絕望地哭泣
13,他與香港市民傳閱的蘋
13,果日報，如今這份報紙已經被迫停刊
13,我會銘記輩子，年的夏天，徐崢說
13,祕密策劃出逃路線
13,那時他還沒有逃離牆國的念頭
13,他還期盼美中貿易戰可能會迫使中國開放
13,可是隨著
13,新冠中共病毒疫情的暴發，中國中共政府開始實行嚴格的旅行限制
13,自去年初，
13,中國暫停辦理因私護照的消息四處流傳
13,不斷有人在網上發布自己辦護照和出境被拒的消
13,息
13,當年月，中國中共國家移民管理局的尹成基在次有關疫情防控的新聞發布會上說
13,，中國中共會繼續嚴格控制不必要人員跨境活動，從嚴審批中國公民旅遊等非
13,必要事由的出入境證件申請，勸阻和限制內地居民旅遊探親訪友等非必要非急需出
13,入境活動
13,徐崢坐不住了
13,我在推特上看到了大量的信息，顯示習近平要閉關鎖國，結合辦護照這麼難，我開始緊
13,張了，今年月就開始有了離開的想法，他說
13,我這樣的牆國韭菜，想取得發達國家的簽證非常困難，只好作罷，但是沒有簽證絕對無
13,法通過內地的口岸邊檢，他說
13,他開始研究各個國家的入境和隔離政策，結合推友的分享和自己的經濟能力，策劃出逃路
13,線
13,經過幾個月的祕密籌劃，他決定從蛇口出關，坐船到香港，再從那裡經伊斯坦布爾飛
13,抵烏克蘭首都基輔
13,我是躺平族，打工時不會花很多工資，直存錢，機票以及各種手續用了將近兩萬元，
13,我存了年，徐崢說
13,他沒有把自己的計劃告訴家人和朋友
13,他覺得中國現在瀰漫著股文革的氣氛，擔心被人
13,舉報
13,他說，周圍的同齡人中至少八成都是和官方站在起的粉紅，他其實沒什麼能
13,說心裡話的朋友
13,到中共大使館前抗議父母遭警察上門騷擾
13,月日，北京正在舉辦中共建黨百年的活動，徐崢在這天來到中國中共駐基輔大使
13,館前抗議，也第次將自己的照片發布在推特上
13,這百年來，中國共產黨給中國人帶來了無窮無盡的壓迫和折磨
13,我作為個手無寸鐵
13,的韭菜，只能卑微地站在中共國大使館門口舉牌發聲，他寫道
13,幾個小時後，中國中共警察找到了徐崢在四川老家的父母
13,徐崢說，連日來，警方不
13,斷騷擾他們監控電話控制行動自由，還到家中抄走了他留在中國的手機電腦等物
13,品
13,母親通過微信和他語音時，父親在旁對他破口大罵你個狗漢奸，國家有什麼不好
13,你趕緊回來自首，要不就死在國外，我怎麼生出你這樣的東西
13,徐崢告訴美國之音，他的父母都是老實人，也是普普通通的牆國韭菜，父親是國企的
13,下崗職工，母親是個體戶
13,他們不是黨員，也不是既得利益者，擁護共產黨僅僅是因為黨
13,國的宣傳
13,可是就算他們心裡向著紅，中共也不會因為他們親政府而不去騷擾他們，他說
13,烏克蘭不是久留之地
13,那次在大使館門口公開露面後，徐崢收到了很多辱罵他的留言，還有人威脅說，他的照片
13,已經被發到當地愛國華人群裡，如果他露面就會嚐到過街老鼠人人喊打的滋味
13,我在這裡也是很擔驚受怕的，因為中國中共政府和中國中共大使館的這裡有專
13,門的微信群，和統戰部合作，每天都在收集在基輔的這些華人的思想動態，我的行蹤可能
13,會被人記錄，他說
13,就在徐崢離開中國的同天，北京以扣押五十餘萬株準備出口到烏克蘭的中國疫苗相威脅
13,，迫使該國撤回了項支持徹查新疆人權狀況的聲明
13,這項由加拿大發起的聲明獲得了四
13,十多個國家的聯署
13,這個消息對徐崢來說宛如晴天霹靂
13,他覺得烏克蘭不是久留之地
13,他擔心中國中共會
13,進步施壓將他遣返
13,場沒有回頭路的逃亡
13,月日，在基輔度過了焦慮不安的十餘天後，徐崢搭上了架從烏克蘭途經荷蘭飛往厄
13,瓜多爾的航班，並選擇在阿姆斯特丹跳機
13,他說，荷蘭反對香港國安法譴責新
13,疆集中營，這樣的國家能保護人權
13,他希望能在那裡申請政治庇護
13,我真的不敢再回中國去了
13,在中國任何批評習近平的都會受到嚴厲的折磨，向機場荷
13,蘭警方申訴前，他給美國之音發來最後條視頻
13,徐崢不知道自己下步會走向哪裡命運將會如何，他只知道沒有回頭路了
13,他會害怕，
13,覺得孤立無援，但是不曾後悔
13,有時他會望著和父母在照相館拍的那張照片默默流淚，儘管自己與他們政見不同，但畢竟
13,起生活了二十多年，那份親情是永遠割捨不斷的
13,他還想對牆國裡每位和他樣渴望自由的人說，走出來的機會就像年登上去台
13,灣的船那樣珍貴，希望大家都能活在不會有文字獄的地方
13,轉自美國之音
13,責任編輯方曉
13,完整新聞連結或短網址
13,///////
13,備註
13,生命誠可貴，
13,愛情價更高
13,若為自由故，
13,二者皆可拋
13,徐崢肯定是真的體會到什麼是自由的滋味，才會感動到潸然淚下，我相信每個中國人都
13,值得擁有這身而為人的基本人權，中國的基本人權從退出解體中共開始
13,徐峥專訪影片
13,///
14,如題
14,欸欸
14,如果不想努力了
14,想躺平
14,只想找個簡單工作
14,有什麼工作適合的
14,保全工時太長內容也不輕鬆
14,作業員無聊不能玩手機
14,有沒有工作
14,可以玩手機
14,工時也不長
14,基本上就是
14,人在那裡就好的那種
14,有卦
15,狼性兩字前幾年在台灣非常流行
15,各種媒體報章雜誌都在比較
15,對岸年輕人跟台灣年輕人的企圖心積極度
15,無論是在求學事業上生活上
15,但這幾年怎麼沒有長輩出來推崇狼性
15,有沒有八卦
15,萬長輩聽到最新的躺平族
15,會不會又說現在的對岸年輕人安於現狀踏實過日子
15,是知足安樂的好表現
15,有沒有八卦
16,如題
16,欸欸
16,我看介紹
16,日本有網咖難民
16,中國有三和大神
16,好像有些都是年輕人
16,那我看台灣
16,路上的街友
16,網咖定居的
16,好像比較少遇到年輕的
16,大多看起來都歲以上
16,台灣年輕人不流行這套玩法嗎
16,還是我沒遇到而已
16,有卦
17,媒體來源日本經濟新聞
17,記者署名北京川手伊織
17,完整新聞標題
17,中国片付けは自分でしつけを法律に学力偏重是正
17,完整新聞內文
17,中國政府正制定能充實家庭教育的法律，要求指導道德正確的生活習慣對共產黨的愛
17,黨精神
17,在重視教育的中國，在乎孩子的學習成績，有很多家庭把包含教養的教育責任交
17,給學校
17,這項法律望提高監護人的意識，減輕孩子的學習負擔
17,月日舉行的全國人民代表大會的常務委員會中，將審議家庭教育促進法案
17,這是繼月
17,後的第次審議，今年內通過的可能性很高
17,法案中列舉出家庭教育的內容
17,珍視高齡者或幼兒
17,勤勉節約的道德心
17,適度的學習
17,運動和睡眠等，督促人民重視規律及正確的生活習慣
17,法案同時明文規定讓未成年子女擁有自行整理房間等不麻煩他人的責任感
17,也要求作為中
17,國國民的意識教育，具體來說有愛黨愛國愛社會主義國家統與民族團結
17,法律施行後，國務院將策畫制定與推動家庭內教育有關的架構，根據架構來建議中小學或
17,幼稚園社區組織教導監護人如何教育孩子
17,法案還顧忌補習業的介入，禁止以營利目
17,的舉行對監護人的協助活動
17,在農村裡，有許多因父母到都市工作而與祖父母同生活的留守兒童，隨著中國的離
17,婚率升高，與生父母別居的孩子也不少，各地方會針對各個家庭的狀況做出對應
17,中國政府這樣親自加入家庭教育的原因，是因為意識到過剩的教育熱已成為嚴重的問題
17,長年的計畫生育使父母對獨生子的期待過高，帶來高漲的教育成本，成為年輕夫婦猶豫是
17,否生小孩的主因
17,法案做為應對少子化的對策，為了壓低教育成本，政府已強化將部分的補習業者轉型成
17,非營利團體的規則，同時改革父母與子女的觀念也是在冷卻教育熱上不可或缺的措施
17,中國的年輕世代，面對就職困難與生活成本高漲的現實，連工作的慾望都沒有的躺平族
17,正在增加
17,面對少子化必定帶來的勞動人口減少，中國政府重整與年輕人有關的社會問
17,題與家庭內的基礎教育也是這項法案的動機
17,在生活成本高的都市區，夫婦共同勞動並將幼兒交給祖父母照顧的狀況普遍，認為孩子
17,的教育全是學校的責任的監護人也不少
17,有需多聲音認為，父母的關心缺乏的結果，造
17,成未成年人因網路遊戲而使生活規律混亂，或常識缺乏的問題
17,月時的草案中，規定警察或法院得強制對素行不良的孩子的監護人，施行與家庭教育有關
17,的指導
17,如不遵守警察的命令，警察可對其做罰金或居留的處分
17,然而因國家不應過度
17,介入家庭教育的聲音出現，月的草案消除了與處分有關的規定，但對於介入的部分仍
17,有疑慮存在
17,完整新聞連結或短網址
17,/////
17,備註
17,不知道有沒有規定擦屁股的衛生紙張數
18,欸欸
18,七八年級
18,躺平的躺平不婚不生放棄買房
18,薪水就那副屎樣了
18,反正鬼島法律也是在幫資方大老闆
18,誰會你勞方的權益
18,加上政府財團把持少數利益有錢的越有錢
18,七八年級領個低薪這輩子根本別想什麼買房
18,輩子都買不了
18,不如早點認清事實像韓國三拋世代中國躺平族效仿
18,活在當下及時行樂
18,七八年級是不是就是名副其實的韭菜世代
19,限制電玩也好限制娛樂也好
19,這些都是針對躺平族的政令
19,接下來就是針對躺平的限制
19,以後床的使用時間也要有限制
19,躺平或睡覺必須要實名制
19,不過預防睡在地板或其他地方的可能
19,每位中國人應該強制配戴陀螺儀偵測身體角度
19,就是偵測手機旋轉角度的裝置
19,旦偵測中國人未依時間規定身體躺平
19,立刻觸發懲罰機制
19,認命可以躺平不行
19,大家說豪不豪
19,_
20,房價漲跌不是供需問題
20,是看政策政策決定切
20,簡單的囤房稅萬的房年給他課萬的囤房稅
20,很快就賣了
20,共匪已經在教台灣怎樣打房最有效
20,恆大五折賣房的故事已經不稀奇燕郊萬的房子跌到剩萬也不稀奇
20,今天北京已經在討論
20,炒房要判刑幾年
20,炒房要判刑幾年
20,看來共匪比塔綠斑更照顧人民
20,塔綠斑只會砍七天假
20,共匪打房最主要目的是人口問題
20,大陸人口出生率大大下跌連結婚都變少了
20,解決躺平族最重要就是打房
21,什麼躺平族尼特族自宅警備隊
21,實在是不潮也不好聽
21,在此統改稱低碳族
21,動少吃少排少
21,無害又跟得上環保時尚潮流
21,好聽多了吧
22,我同事就是這種在竹科當萬年助工
22,月薪四萬多年薪七十萬
22,這種薪水沒資格買房沒資格買房沒資格買房
22,更沒資格結婚沒資格結婚
22,雖然有看過他的資產已經破五百萬存了年
22,有跟他聊過
22,他就是典型躺平族模範生
22,租了個雅房很便宜也很小坪個月四千包水電網路
22,每個月固定喝茶四次
22,上酒店兩次
22,差不多萬貢獻出去了
22,剩下就是吃吃大餐買遊戲不課金
22,偶而跟些朋友去喝酒
22,去旅遊
22,每年出國三次其中次定是日本定會去飛田新地或是吉源洗泡泡浴
22,我們都說他的性生活活躍度比樓上黃光的資深工程師強太多了
22,抱怨年整年度只有九發
22,"那個同事說""我不只性生活比大部分人活躍而且不跟發生關係"""""
22,他年萬的分配是萬存起來簡單投資平均獲利率
22,萬用於吃喝玩樂萬扣掉租房四萬剩下的也都是玩女人去了
22,也有人問他有萬怎不買房
22,他說買了房生活還能這樣滋潤
22,他算了下到歲退休的時候存款大該有萬
22,每年利息有萬
22,就算揮霍點也夠他花到歲
22,總有些小聰明會說那至少可以買間小套房總價也才萬不到
22,空間還更大的
22,人家都已經精心計算好了
22,買了房不可能有這種日子過的
23,如題
23,小謝歲已口爆
23,退伍後出社會至今差不多年整
23,年的期間因為尋找自我
23,換過不少工作
23,零零總總加起來大概待業個月
23,在目前啃老族躺平族風氣盛行的情況下
23,小謝這個打拚程度算是什麼水平
23,友善提醒水平支語，請謹慎用詞~嘻嘻
24,先說，跟台灣沒關係
24,但是擺爛跟我就爛這種有傳過去
24,在肺炎之前，就有所謂的神神出現
24,這些人就是不滿共產黨的中國人
24,另種稱為兔兔，也就是大家俗稱的小粉紅，兔兔這詞跟中國個動畫有關，而這也跟感
24,恩有關係
24,在肺炎爆發的期間，神神大量出沒
24,痛批共產黨對於處理疫情的無能作為
24,不少中國民眾也受到影響
24,對習近平的不滿達到了最高點
24,但你也知道，共產黨最厲害的就是轉移矛盾，段時間的大內宣硬是把風向拉過來
24,期間為了重整經濟，硬逼民眾喝堆雞湯
24,你腳下的這片熱土
24,如果你覺得國家不好，你就去建設他
24,，比起疫情前更是瘋狂
24,資本家無止盡的壓榨勞工
24,加班加到昏天暗地
24,拿到的錢甚至還比疫情前少
24,回家累的要死不是睡覺就是在睡覺的路上
24,有力氣的打開電腦又看到陳平跟張維維這種智障在那大放厥詞
24,陳平不等式，維維豆奶，戰斧牛排與格林，感恩，堆不知人間疾苦的幹話
24,批評就會被兔兔們圍攻舉報痛罵賣國賊狗漢奸
24,人是有極限的，被逼到絕路的時候什麼夢想，大是大非都是個屁
24,現在社畜們個個覺醒成躺平族
24,辛苦賺錢也買不起房子
24,房價下跌
24,這幾年都暴漲不知道多少了
24,北上廣深你間廁所都買不起
24,漲叫微漲跌叫暴跌
24,況且跌下來什麼限跌令都出現了
24,現在的打房不過是演演猴戲而已
24,老爺怎麼可能讓這群賤民好過呢
24,遊行
24,抗議
24,深圳亮劍這影片還擺著呢
24,誰敢出來就打誰，你敢當出頭鳥
24,接著今年深圳在勞動節又搞個短片在站
24,內容是在宣傳加班體恤勞工
24,但這切在社畜看來全他媽都是在陰陽怪氣
24,你不是個人
24,你總是自覺加班
24,通篇滿滿幹話毒雞湯
24,讓不滿的社畜們又次大暴增
24,且在躺平主義流行之前
24,中國就有所謂的三和大神
24,只是都被中國官方整沒了
24,躺平會大流行只不過是時間的問題而已
25,大家好，
25,市面上的心靈雞湯都是叫大家要努力要積極要勇於跨出舒適圈
25,這種對於躺平族根本是負面教材
25,如果今天要出本躺平族版心靈雞湯，內容應該怎麼寫比較好
26,作者司波大爺看板
26,標題分享日韓性別戰爭三十年
26,時間
26,作者是中國人
26,在許多管道都有發文
26,下面三個網站內容都樣，只是發布網站不同
26,看圖片請點進網址
26,////
26,//////
26,////
26,開頭先解釋名詞
26,內捲惡性競爭經濟下滑後蛋糕變小造成內部激烈搶蛋糕
26,魔法膜法政治正確
26,打拳伸張女權有時候有毆打女權的涵義看語境
